240823441489585, 354629650393656, 458521809365216 @ 53, -141, -149
254394413683230, 469630929996398, 202056701392208 @ 82, -387, 135
393722038528917, 430005616927975, 374793743044539 @ -194, -328, -233
245065249331628, 258406621721467, 387770275558722 @ 24, -30, 17
351367446945174, 403545605308306, 155013298870656 @ -128, -369, 181
314385126233838, 119018520302848, 543319927231215 @ -44, 157, -238
290652175484495, 198210223124871, 427623941603449 @ -19, 44, -56
338104979849695, 141665048755783, 275926019802065 @ -72, 85, 138
180218656940019, 291589915551091, 399698563663929 @ 115, -61, -40
343851002420625, 235429285350181, 338658856268787 @ -122, 259, -691
344485195643575, 288882879025655, 190570812804987 @ -91, -40, 155
218039513916268, 215629622478013, 412187879335223 @ 68, 28, -50
209089323026577, 265430198088493, 359659804793481 @ 137, -8, -104
218663217929914, 307474241686501, 349691967153491 @ 68, -80, 22
295462837241913, 149689275555573, 415093193466631 @ -14, 147, -129
172075730790801, 62290345234951, 36096196190010 @ 329, 534, 499
365383176895815, 150527474465299, 294854483535654 @ -109, 122, 69
297466807746883, 125855926174475, 263086058356489 @ 57, 591, -230
313796543895789, 260607217760881, 119958771688911 @ -47, -32, 294
479699196877051, 365758084050453, 367022694167273 @ -213, -139, 48
323800479702519, 304154824662071, 175291507101711 @ -11, -24, -127
271879020511391, 245146465165855, 467292497564613 @ -7, -20, -46
319818425568224, 338678513316772, 105130634321041 @ -30, -167, 336
326806224792556, 290280637343132, 196809421866862 @ -42, 33, -125
361903576914879, 215665096598125, 244052638697649 @ -195, 323, -236
316264213160889, 179761391446926, 195562088439791 @ -47, 75, 202
452252376886825, 560965952052439, 265246294089465 @ -223, -410, 104
307528797963186, 387253256256850, 161630226229821 @ 54, -463, 76
297180217106359, 239937688504265, 310076579125075 @ -15, 21, 13
319562196941244, 195531193599339, 414423846976466 @ -50, 66, -89
291329839680779, 158399629842056, 485005314612234 @ -25, 69, -73
302915121941193, 503644360156405, 466813826655453 @ -11, -452, -372
305014746007635, 245678415215317, 239268400035855 @ -17, 37, 73
254488414803898, 267558310399235, 297989915061305 @ 44, -22, 40
284532585020371, 271344089292467, 369731241045745 @ -13, -40, 15
319580562964409, 175810133630190, 214880762343021 @ -15, 507, -124
298363004769891, 280482438826514, 311787014656925 @ -17, -39, 12
305382209472669, 261091816441111, 362447293818186 @ -35, -26, 11
447293602650415, 377322054387847, 455276522401817 @ -178, -149, -32
162478994375659, 303382302022541, 363649526212781 @ 119, -76, 28
246799348037544, 203320927477705, 66442105166136 @ 270, 348, 501
190868122421219, 187604424684819, 31977675228261 @ 155, 110, 431
284076795980884, 288089852310776, 72130852226299 @ 60, -21, 418
177567582334382, 171033445144091, 253888107485433 @ 152, 114, 104
286346953429472, 266094997894946, 302154000625903 @ -12, -31, 78
215768896016186, 286410655272905, 247012355086138 @ 138, -40, 69
180964167389367, 178157400681221, 386814314615221 @ 97, 59, 6
256917387818903, 489963685478751, 261581286181835 @ 27, -306, 118
242757672405744, 172457142260051, 405378518404846 @ 46, 90, -65
252318679279531, 162496261333184, 166120839766540 @ 71, 173, 213
392057223618579, 348177815162755, 398861997647817 @ -195, -162, -303
425140720738493, 392009760607531, 492172144055336 @ -207, -206, -269
307923567328883, 188589792302627, 486339644934169 @ -39, 53, -117
270565871337846, 229427373783724, 316085591166432 @ -6, -5, 103
451698223527367, 428025753966369, 558489360189467 @ -183, -199, -135
434507292151769, 438503951410785, 233652258294624 @ -175, -220, 173
298963374747319, 244759969090961, 336071776222761 @ -19, 11, -16
297660538329848, 129028035535982, 232847445100762 @ -28, 117, 169
391397433722556, 240776041411366, 393635634384153 @ -128, -11, 8
452592468643219, 459844742220705, 320759259534558 @ -225, -280, 29
346302468831574, 293257466550936, 259719408440131 @ -154, 27, -534
154708137780310, 121372792748031, 406534364209037 @ 138, 134, -36
288800544967683, 70443995627995, 253189676471421 @ 7, 326, 66
331607693607552, 216953640764035, 317187949414281 @ -66, 106, -104
293397050024260, 284376041946605, 261616190981029 @ 18, -24, -20
163481750579484, 384756031164871, 354433622639456 @ 130, -170, 21
286960305824314, 236288783398386, 245667282389322 @ -10, 9, 137
191455683692235, 324831411205432, 264154671903495 @ 151, -105, 70
223350444012669, 223668567733236, 194479754741491 @ 169, 107, 130
333475754809246, 255903552193014, 118452594718314 @ -82, 321, 293
271816093086777, 291714092276473, 298587118516837 @ 46, -47, -42
314441212257651, 398668116024099, 243049569031641 @ -41, -210, 116
364567770333879, 414300606720991, 355000206970101 @ -162, -381, -391
311168184656456, 271994584702450, 161130402938615 @ 84, 217, -26
329117282954595, 297935144910755, 261829213046833 @ -59, -42, -137
155375671398963, 144520518037315, 218234365661241 @ 163, 132, 166
403482392131107, 331501743859275, 342907022499573 @ -149, -108, 35
196543530503478, 299154167737000, 222626876579925 @ 146, -65, 132
303052570345509, 396095249324391, 98083259420281 @ -20, -220, 328
320183252516479, 298108353214796, 245251439700091 @ -37, -49, -30
403103927901096, 175656798866446, 370521483793284 @ -136, 49, 47
244346787117643, 278038999310046, 402972734661104 @ 23, -51, 7
444819277663847, 465838895716609, 303712558147269 @ -223, -299, 38
